"PointID","x","y","Displacement_x","Displacement_y","Sxx","Syy","Sxy","Von_Mises_Stress"
90, 8.356650000000000e-01, -1.263485110105462e-02, 4.465758963487758e-04, 2.014352383567789e-02, 6.659183741042353e+04, -3.188237602445749e+03, 1.326096990598892e+04, 7.465033261943204e+04
91, 8.561440000000001e-01, -1.125685861170302e-02, 3.959739712947435e-04, 2.078148575656642e-02, 4.538418351224613e+04, -8.829024554090222e+02, 1.524784666049254e+04, 5.541327056821288e+04
92, 8.766380000000000e-01, -9.867608711145719e-03, 3.445760065804963e-04, 2.142243235727385e-02, 3.973142312820045e+04, -1.846234029020007e+03, 1.388562505473952e+04, 4.999943907011962e+04
93, 8.971449999999996e-01, -8.465491817511066e-03, 2.921982788084968e-04, 2.206602218755034e-02, 3.118692489008693e+04, -4.430108390990245e+03, 1.161811904323541e+04, 4.252641320587143e+04
94, 9.176680000000004e-01, -7.048749581727388e-03, 2.387525274695556e-04, 2.271228094541803e-02, 2.157050795761557e+04, -6.317513019099679e+03, 9.457014506446509e+03, 3.369691688416417e+04
95, 9.382060000000000e-01, -5.615243404243865e-03, 1.841445897535985e-04, 2.336095977183079e-02, 6.037876934788939e+03, -8.462367162102419e+03, 7.088413086941675e+03, 2.027904039233456e+04
96, 9.587590000000001e-01, -4.162437556763860e-03, 1.282978030893160e-04, 2.401191663702920e-02, -1.776572279476303e+03, -8.534579278299510e+03, 4.506587964475617e+03, 1.126534504231315e+04
97, 9.793290000000001e-01, -2.687398815913960e-03, 7.115470817444965e-05, 2.466470952478240e-02, -8.290821085640309e+03, -1.036437380063721e+04, 1.077632672248113e+03, 2.990784105725024e+03
98, 9.999159999999997e-01, -1.186804749383137e-03, 1.285198655676652e-05, 2.531854199040549e-02, -1.011004214707468e+04, -1.136345203859131e+04, 2.996941293908506e+02, 1.389353317524762e+03
99, 2.965208525810538e-01, -2.451291193061953e-02, 7.545960611713417e-04, 4.687305602413908e-03, 8.262198015505360e+05, 2.329556661422223e+04, 1.209957659047640e+05, 8.385983714005093e+05
100, 3.569550689305012e-01, -2.225937641414336e-02, 7.394662655602847e-04, 6.233541635156169e-03, 6.074276606830601e+05, 2.019486349272724e+04, 9.833994885446577e+04, 6.192942275354892e+05
101, 2.357521292197746e-01, -2.612922373087521e-02, 7.255277109438611e-04, 3.227596504461968e-03, 1.135563152112824e+06, 2.604971758173058e+04, 1.471322061906062e+05, 1.147872643545025e+06
102, 4.175395527446727e-01, -1.978668541421956e-02, 6.974820028822913e-04, 7.854099095682363e-03, 4.434595866660115e+05, 1.741606984820073e+04, 7.729676275145727e+04, 4.532242671679315e+05
103, 1.751367101310418e-01, -2.542483001656964e-02, 6.087095052505626e-04, 1.904346853971617e-03, 1.577252380155030e+06, 2.207254045263498e+04, 1.771747755490706e+05, 1.595038538148913e+06
104, 4.545161326644700e-01, 5.410502099274089e-02, -1.322022740993425e-03, 8.844903524119176e-03, -3.277828499142022e+05, 4.954223508042128e+04, 5.422407260072014e+04, 3.926005857915045e+05
105, 4.984928383833122e-01, -1.590847645292798e-02, 6.012898202687235e-04, 1.010003837859726e-02, 2.934348716029985e+05, 1.374156306279777e+04, 5.135769813551204e+04, 2.979577142368988e+05
106, 3.174663954494031e-01, 6.223768352940059e-02, -1.387802276901399e-03, 5.192123402118730e-03, -7.326218527516903e+05, 5.374214182100326e+04, 4.210981925949472e+04, 7.908610999869652e+05
107, 2.563717304004993e-01, 5.966322554312044e-02, -1.231472646774736e-03, 3.692859529348544e-03, -9.786774289650538e+05, 5.470665413551936e+04, 1.455599376734203e+04, 1.033794066061434e+06
108, 3.756939952911112e-01, 6.148855894249998e-02, -1.442026619554546e-03, 6.703234804451530e-03, -5.366140293544922e+05, 4.900355628400977e+04, 5.117012197406976e+04, 5.944926258082878e+05
109, 1.331764993901191e-01, 4.104774463294750e-02, -5.863851329984302e-04, 1.092410796412814e-03, -1.695597162705815e+06, 7.813751791803811e+04, -1.136386144839632e+04, 1.773880285316874e+06
110, 2.151334798329974e-01, 5.783655426875571e-02, -1.113074271193781e-03, 2.747027488686320e-03, -1.223428209743327e+06, 5.377536359805186e+04, -2.006755460000436e+04, 1.277834024725623e+06
111, 5.390439661069221e-01, -1.368915961274826e-02, 5.376537325666149e-04, 1.125244922824949e-02, 2.467176822564313e+05, 1.012996784963121e+04, 4.086742046446539e+04, 2.503084713506740e+05
112, 4.171750062422305e-01, 5.955075964987489e-02, -1.435265801686160e-03, 7.818372162590057e-03, -4.363862785563747e+05, 4.772693990640885e+04, 5.166223859519015e+04, 4.950167228256640e+05
113, 5.796418517733249e-01, -1.132875203835030e-02, 4.661544744667865e-04, 1.242222639105746e-02, 2.085961401651516e+05, 7.385287988406280e+03, 3.381892809002975e+04, 2.122750259034879e+05
114, 4.579843684646362e-01, -1.795386525182521e-02, 6.552795650772939e-04, 8.966250839710798e-03, 3.595497029047110e+05, 1.543076579530941e+04, 6.403487391051964e+04, 3.671780265542165e+05
115, 1.742940777634560e-01, 5.338799194339558e-02, -9.276606506638287e-04, 1.879164951823564e-03, -1.528697602637779e+06, 5.810964732316033e+04, -6.217284055221800e+04, 1.591671793096154e+06
116, 9.710402222756825e-02, -1.854828260835418e-02, 2.864646445331942e-04, 5.096056165367571e-04, 2.412832934091137e+06, -1.191980334849266e+04, 3.440864683462813e+05, 2.520517373182944e+06
117, 5.189775039846939e-01, 5.374686159781711e-02, -1.365773616345883e-03, 1.065496922376831e-02, -2.695676651506438e+05, 3.773835440044756e+04, 3.746061718741601e+04, 3.163070992130658e+05
118, 6.203290120810296e-01, -9.338391164688747e-03, 4.019709344611853e-04, 1.361061995727342e-02, 1.755123385791023e+05, 5.372699469952819e+03, 3.229337657123969e+04, 1.819861134198958e+05
119, 1.374487160330509e-01, -2.687496070891094e-02, 5.440609498855009e-04, 1.180804655544938e-03, 2.154687189165129e+06, -1.793303629589301e+04, 1.676491268270216e+05, 2.198341093412429e+06
120, 5.596387952431120e-01, 5.071587325770661e-02, -1.311152727159528e-03, 1.181878345047671e-02, -2.332635007708766e+05, 1.680678839795787e+04, 3.290584524944415e+04, 2.585852434523400e+05
121, 6.609826296272131e-01, -6.309634518250043e-03, 3.041604972059517e-04, 1.481300826987174e-02, 1.432852134884128e+05, 4.547433836832427e+03, 2.783178819028168e+04, 1.494878096639498e+05
122, 6.033985352344049e-01, 4.523971697302988e-02, -1.184634584798119e-03, 1.309135675043105e-02, -1.870600054830096e+05, 1.178284698800720e+04, 3.339316058176990e+04, 2.097591301311341e+05
123, 7.020101948389921e-01, -3.110156945364912e-03, 1.973476749853741e-04, 1.604085977065403e-02, 1.058198134940312e+05, 3.309207332415480e+03, 2.548661422105971e+04, 1.144844722808923e+05
124, 5.755684299532310e-02, -1.475369716727981e-02, 8.226159515185348e-05, 5.219617530209739e-05, 3.499153830697302e+06, 4.941007693224454e+05, 5.862002759522344e+05, 3.225657600518737e+06
125, 9.060053040966994e-02, 3.560010455050957e-02, -3.672689053044316e-04, 4.291427646770262e-04, -2.611151134067055e+06, 9.013931944938004e+04, -1.840446569875724e+05, 2.726253813811494e+06
126, 6.425571558344971e-01, 4.076898684656476e-02, -1.080354660323378e-03, 1.424522486092543e-02, -1.506278454192417e+05, 8.801503953504522e+03, 3.157590047426216e+04, 1.714813908401119e+05
127, 7.425674053689955e-01, -1.799828476115263e-03, 1.446919182115380e-04, 1.726932678436129e-02, 8.513249304092316e+04, 1.306685595170009e+03, 2.281694801714675e+04, 9.544222577665081e+04
128, 6.794557442983233e-01, 3.455172077046999e-02, -9.194607552323185e-04, 1.534652173826791e-02, -1.165115818870142e+05, 7.078885897538186e+03, 2.872385717648519e+04, 1.362895579697321e+05
129, 7.233797709103391e-01, 3.102784347260359e-02, -8.405075804209342e-04, 1.667136763672033e-02, -1.002848100436879e+05, 5.435534113924728e+03, 2.582347500251373e+04, 1.176613726489109e+05
