"EVALUATION"    , "WING_VOLUME"   , "WING_MIN_THICKNESS", "WING_MAX_THICKNESS", "WING_MIN_CHORD", "WING_MAX_CHORD", "WING_MIN_LE_RADIUS", "WING_MAX_LE_RADIUS", "WING_MIN_TOC"  , "WING_MAX_TOC"  , "WING_OBJFUN_MIN_TOC", "WING_MAX_TWIST", "WING_MAX_CURVATURE", "WING_MAX_DIHEDRAL", "STATION1_AREA" , "STATION2_AREA" , "STATION3_AREA" , "STATION4_AREA" , "STATION5_AREA" , "STATION1_THICKNESS", "STATION2_THICKNESS", "STATION3_THICKNESS", "STATION4_THICKNESS", "STATION5_THICKNESS", "STATION1_CHORD", "STATION2_CHORD", "STATION3_CHORD", "STATION4_CHORD", "STATION5_CHORD", "STATION1_LE_RADIUS", "STATION2_LE_RADIUS", "STATION3_LE_RADIUS", "STATION4_LE_RADIUS", "STATION5_LE_RADIUS", "STATION1_TOC"  , "STATION2_TOC"  , "STATION3_TOC"  , "STATION4_TOC"  , "STATION5_TOC"  , "STATION1_TWIST", "STATION2_TWIST", "STATION3_TWIST", "STATION4_TWIST", "STATION5_TWIST", "DRAG"          , "EFFICIENCY"    , "FORCE_X"       , "FORCE_Y"       , "FORCE_Z"       , "LIFT"          , "MOMENT_X"      , "MOMENT_Y"      , "MOMENT_Z"      , "SIDEFORCE"     , "Time_Iter"     , "Outer_Iter"    , "Inner_Iter"    , "RMS_DENSITY"   , "RMS_MOMENTUM-X", "RMS_MOMENTUM-Y", "rms[RhoW]"     , "RMS_ENERGY"    , "avg[bgs]"      , "rms[U][1]"     , "rms[R][1]"     , "rms[E][1]"     , "rms[DispX][1]" , "rms[DispY][1]" , "rms[DispZ][1]" , "avg[bgs][1]"   
46              , 0.0602988       , 0.0659653         , 0.119914          , 0.525653        , 0.993496        , 18.8295           , 34.3709           , 0.120318        , 0.127826        , 0.0503184          , 1.16018         , 8.52454           , 12.8844          , 0.0815982       , 0.0642907       , 0.0488979       , 0.0356279       , 0.0243571       , 0.119914          , 0.106399          , 0.0929464         , 0.0794944         , 0.0659653         , 0.993496        , 0.874487        , 0.751777        , 0.629409        , 0.525653        , 18.9271           , 26.1828           , 24.39             , 26.3319           , 33.4065           , 0.1207          , 0.12167         , 0.123636        , 0.1263          , 0.125492        , -0.309948       , -0.492348       , -0.157924       , -0.058113       , -0.169253       , 0.006654462586  , 43.23717644     , -0.005344072195 , 0.01674320502   , 0.2877474947    , 0.287720173     , 0.1987010778    , -0.1081656384   , 0.01466370441   , 0.01674320502   , 0.0             , 39.0            , 0.0             , -4.494141348    , -2.09982401     , -2.230441065    , -2.124207626    , 0.9742799839    , -3.001841996    , -14.02368957    , -5.524833621    , -20.18749388    , 0.0             , 0.0             , 0.0             , -8.722149911    
47              , 0.0602991       , 0.0659648         , 0.119915          , 0.525653        , 0.993633        , 18.8285           , 34.3698           , 0.120319        , 0.127825        , 0.0503188          , 1.15021         , 8.52886           , 12.8956          , 0.0815995       , 0.0642912       , 0.0488981       , 0.0356278       , 0.024357        , 0.119915          , 0.106398          , 0.0929466         , 0.0794942         , 0.0659648         , 0.993633        , 0.874486        , 0.751777        , 0.629409        , 0.525653        , 18.9262           , 26.1819           , 24.3893           , 26.3312           , 33.4059           , 0.120684        , 0.121669        , 0.123636        , 0.1263          , 0.125491        , -0.303552       , -0.484689       , -0.148724       , -0.0479967      , -0.157522       , 0.006654290581  , 43.31202475     , -0.005245257985 , 0.0167060809    , 0.2882398847    , 0.2882107984    , 0.1990519912    , -0.1087461646   , 0.0145910481    , 0.0167060809    , 0.0             , 39.0            , 0.0             , -4.491543504    , -2.09740221     , -2.227637798    , -2.121348517    , 0.9768563943    , -2.998527311    , -13.80658049    , -5.5161015      , -20.18674839    , 0.0             , 0.0             , 0.0             , -8.725884447    
48              , 0.0602622       , 0.0660286         , 0.119876          , 0.525826        , 0.979995        , 18.9335           , 34.4894           , 0.120277        , 0.127863        , 0.0502767          , 2.31117         , 8.04127           , 12.0711          , 0.0814334       , 0.0642275       , 0.048883        , 0.0356394       , 0.024375        , 0.119876          , 0.106469          , 0.0929435         , 0.0795208         , 0.0660286         , 0.979995        , 0.874697        , 0.751936        , 0.629545        , 0.525826        , 19.0133           , 26.2741           , 24.4725           , 26.4088           , 33.4671           , 0.122324        , 0.121721        , 0.123606        , 0.126315        , 0.125571        , -0.936379       , -1.34909        , -1.1875         , -1.19091        , -1.48158        , 0.009548721853  , 24.30246623     , -0.0107998766   , 0.02004502694   , 0.2320026284    , 0.2320574904    , 0.1589141995    , -0.04400289204  , 0.01880228796   , 0.02004502694   , 0.0             , 39.0            , 0.0             , -4.791059452    , -2.399772692    , -2.565439142    , -2.491946403    , 0.6680816094    , -3.27049661     , -13.87221489    , -5.517720808    , -20.18823111    , 0.0             , 0.0             , 0.0             , -8.599590913    
49              , 0.0602955       , 0.0659707         , 0.119905          , 0.525657        , 0.992115        , 18.8398           , 34.3819           , 0.120314        , 0.127831        , 0.050314           , 1.26288         , 8.48058           , 12.7702          , 0.0815847       , 0.0642849       , 0.0488966       , 0.035629        , 0.0243588       , 0.119905          , 0.106404          , 0.0929447         , 0.079496          , 0.0659707         , 0.992115        , 0.874498        , 0.751782        , 0.629411        , 0.525657        , 18.9358           , 26.1917           , 24.3978           , 26.339            , 33.4121           , 0.120858        , 0.121674        , 0.123633        , 0.126302        , 0.125501        , -0.374751       , -0.571145       , -0.252617       , -0.162305       , -0.289959       , 0.006678220596  , 42.33319397     , -0.006305239508 , 0.01711556751   , 0.2827189723    , 0.2827104079    , 0.1951234446    , -0.1022631395   , 0.01537216857   , 0.01711556751   , 0.0             , 39.0            , 0.0             , -4.521352725    , -2.124993796    , -2.260484469    , -2.15451306     , 0.9472650584    , -3.037610733    , -13.77654516    , -5.522448305    , -20.16769621    , 0.0             , 0.0             , 0.0             , -8.685412815    
50              , 0.0602988       , 0.0659654         , 0.119914          , 0.525653        , 0.993479        , 18.8297           , 34.371            , 0.120318        , 0.127826        , 0.0503183          , 1.16148         , 8.52403           , 12.8831          , 0.0815981       , 0.0642906       , 0.0488979       , 0.0356279       , 0.0243572       , 0.119914          , 0.106399          , 0.0929464         , 0.0794944         , 0.0659654         , 0.993479        , 0.874487        , 0.751777        , 0.629409        , 0.525653        , 18.9272           , 26.1829           , 24.3901           , 26.332            , 33.4066           , 0.120701        , 0.12167         , 0.123636        , 0.1263          , 0.125492        , -0.310759       , -0.493334       , -0.159114       , -0.0594276      , -0.170766       , 0.006654237324  , 43.22984963     , -0.005356044383 , 0.01674766256   , 0.2876887783    , 0.2876616789    , 0.1986598333    , -0.1080980923   , 0.01467260329   , 0.01674766256   , 0.0             , 39.0            , 0.0             , -4.494441348    , -2.100104329    , -2.230762148    , -2.124535617    , 0.9739824542    , -3.002225275    , -13.63662535    , -5.534999778    , -20.21382356    , 0.0             , 0.0             , 0.0             , -8.721851373    
51              , 0.0602622       , 0.0660291         , 0.119878          , 0.525833        , 0.97983         , 18.9351           , 34.4937           , 0.120275        , 0.127861        , 0.0502751          , 2.33717         , 8.03623           , 12.0681          , 0.0814309       , 0.0642272       , 0.0488835       , 0.0356399       , 0.0243755       , 0.119878          , 0.10647           , 0.0930164         , 0.0795213         , 0.0660291         , 0.97983         , 0.874703        , 0.751942        , 0.62955         , 0.525833        , 19.0149           , 26.2772           , 24.4743           , 26.408            , 33.4678           , 0.122345        , 0.121722        , 0.123702        , 0.126314        , 0.125571        , -0.947382       , -1.36617        , -1.20857        , -1.21488        , -1.50816        , 0.009546973818  , 24.24239464     , -0.01086504893  , 0.0200921404    , 0.2313833757    , 0.2314415069    , 0.1585359342    , -0.04345406041  , 0.01886862288   , 0.0200921404    , 0.0             , 39.0            , 0.0             , -4.792394403    , -2.401115538    , -2.566038231    , -2.492819434    , 0.6665827282    , -3.269257766    , -13.73214286    , -5.522941341    , -20.17189359    , 0.0             , 0.0             , 0.0             , -8.599199184    
52              , 0.0602951       , 0.0659713         , 0.119903          , 0.525658        , 0.99196         , 18.841            , 34.3834           , 0.120313        , 0.127832        , 0.0503134          , 1.27546         , 8.47573           , 12.7577          , 0.0815831       , 0.0642843       , 0.0488965       , 0.0356291       , 0.024359        , 0.119903          , 0.106405          , 0.0929446         , 0.0794962         , 0.0659713         , 0.99196         , 0.8745          , 0.751782        , 0.629412        , 0.525658        , 18.9368           , 26.1929           , 24.3988           , 26.3396           , 33.4127           , 0.120875        , 0.121675        , 0.123632        , 0.126302        , 0.125502        , -0.382351       , -0.580635       , -0.264076       , -0.17499        , -0.304538       , 0.006680491527  , 42.23531947     , -0.006409417261 , 0.01715672214   , 0.2821589818    , 0.2821526939    , 0.1947312062    , -0.1016240174   , 0.0154500804    , 0.01715672214   , 0.0             , 39.0            , 0.0             , -4.524391144    , -2.127435523    , -2.26397466     , -2.157843488    , 0.9442634702    , -3.04134231     , -14.02767976    , -5.523473576    , -20.18909164    , 0.0             , 0.0             , 0.0             , -8.679129222    
53              , 0.0602984       , 0.065966          , 0.119913          , 0.525653        , 0.993325        , 18.8308           , 34.3723           , 0.120318        , 0.127826        , 0.0503178          , 1.17288         , 8.51921           , 12.8705          , 0.0815966       , 0.06429         , 0.0488978       , 0.035628        , 0.0243574       , 0.119913          , 0.106399          , 0.0929888         , 0.0794946         , 0.065966          , 0.993325        , 0.874488        , 0.751778        , 0.629409        , 0.525653        , 18.9282           , 26.1839           , 24.391            , 26.3328           , 33.4072           , 0.120719        , 0.12167         , 0.123692        , 0.1263          , 0.125493        , -0.318006       , -0.502064       , -0.16961        , -0.0709838      , -0.184143       , 0.00665443737   , 43.1459086      , -0.005466158539 , 0.01678919588   , 0.2871368274    , 0.2871117466    , 0.1982676899    , -0.1074509211   , 0.01475378176   , 0.01678919588   , 0.0             , 39.0            , 0.0             , -4.497276244    , -2.102783714    , -2.233808333    , -2.127682371    , 0.9711688246    , -3.005936031    , -13.99142734    , -5.538642052    , -20.19759228    , 0.0             , 0.0             , 0.0             , -8.717775149    
54              , 0.0602987       , 0.0659654         , 0.119914          , 0.525653        , 0.993464        , 18.8298           , 34.3711           , 0.120318        , 0.127826        , 0.0503182          , 1.16262         , 8.52355           , 12.8818          , 0.0815979       , 0.0642905       , 0.0488979       , 0.0356279       , 0.0243572       , 0.119914          , 0.106399          , 0.0929464         , 0.0794944         , 0.0659654         , 0.993464        , 0.874487        , 0.751777        , 0.629409        , 0.525653        , 18.9273           , 26.183            , 24.3902           , 26.3321           , 33.4066           , 0.120703        , 0.12167         , 0.123636        , 0.1263          , 0.125492        , -0.311485       , -0.494207       , -0.160163       , -0.0605832      , -0.172104       , 0.006654233753  , 43.22160979     , -0.0053671028   , 0.01675182182   , 0.2876335931    , 0.2876066947    , 0.1986206263    , -0.1080333782   , 0.01468075476   , 0.01675182182   , 0.0             , 39.0            , 0.0             , -4.49472864     , -2.100372618    , -2.231069634    , -2.124851233    , 0.9736975553    , -3.002595736    , -14.265271      , -5.508764184    , -20.16708736    , 0.0             , 0.0             , 0.0             , -8.721464529    
55              , 0.0602694       , 0.0660225         , 0.119864          , 0.525789        , 0.981653        , 18.9209           , 34.4783           , 0.120281        , 0.127863        , 0.0502809          , 2.15563         , 8.11169           , 12.1119          , 0.0814584       , 0.0642379       , 0.0488871       , 0.0356398       , 0.0243741       , 0.119864          , 0.106459          , 0.0929434         , 0.0795195         , 0.0660225         , 0.981653        , 0.87466         , 0.751903        , 0.629515        , 0.525789        , 19.0036           , 26.2658           , 24.4628           , 26.394            , 33.4576           , 0.122104        , 0.121715        , 0.123611        , 0.126319        , 0.125568        , -0.866426       , -1.2416         , -1.05962        , -1.05175        , -1.31664        , 0.008655936872  , 27.73608495     , -0.01082179993  , 0.01971496816   , 0.2399939265    , 0.2400818004    , 0.1648307766    , -0.0533725388   , 0.01881654116   , 0.01971496816   , 0.0             , 39.0            , 0.0             , -4.757393852    , -2.360697358    , -2.537233127    , -2.4550183      , 0.7050648178    , -3.280602288    , -13.49007571    , -5.540491535    , -20.21580303    , 0.0             , 0.0             , 0.0             , -8.597792932    
56              , 0.0602958       , 0.0659709         , 0.119905          , 0.525657        , 0.992169        , 18.8394           , 34.3819           , 0.120314        , 0.127831        , 0.0503141          , 1.26045         , 8.48271           , 12.7756          , 0.0815853       , 0.0642853       , 0.0488968       , 0.0356291       , 0.0243589       , 0.119905          , 0.106404          , 0.092945          , 0.0794964         , 0.0659709         , 0.992169        , 0.874498        , 0.751782        , 0.629411        , 0.525657        , 18.9355           , 26.1917           , 24.3976           , 26.3383           , 33.4117           , 0.120851        , 0.121674        , 0.123633        , 0.126303        , 0.125502        , -0.372798       , -0.568959       , -0.25012        , -0.159711       , -0.286578       , 0.006669954943  , 42.42021084     , -0.006268782932 , 0.01709966016   , 0.2829500675    , 0.2829408949    , 0.1953059029    , -0.1025674116   , 0.01534708421   , 0.01709966016   , 0.0             , 39.0            , 0.0             , -4.519835604    , -2.123674314    , -2.258723993    , -2.152758655    , 0.9487727559    , -3.03552147     , -13.70561233    , -5.536735648    , -20.19313405    , 0.0             , 0.0             , 0.0             , -8.689126276    
57              , 0.0602984       , 0.065966          , 0.119913          , 0.525653        , 0.993333        , 18.8307           , 34.3722           , 0.120318        , 0.127827        , 0.0503178          , 1.1724          , 8.51947           , 12.8712          , 0.0815967       , 0.06429         , 0.0488978       , 0.0356281       , 0.0243574       , 0.119913          , 0.106399          , 0.0929462         , 0.0794946         , 0.065966          , 0.993333        , 0.874488        , 0.751778        , 0.629409        , 0.525653        , 18.9281           , 26.1839           , 24.391            , 26.3327           , 33.4071           , 0.120718        , 0.12167         , 0.123635        , 0.1263          , 0.125493        , -0.31768        , -0.501683       , -0.169159       , -0.070496       , -0.183551       , 0.006654094618  , 43.15249009     , -0.00546066708  , 0.01678704264   , 0.287165927     , 0.2871407521    , 0.1982896285    , -0.1074869343   , 0.01474981894   , 0.01678704264   , 0.0             , 39.0            , 0.0             , -4.497118849    , -2.10263283     , -2.233636656    , -2.127502154    , 0.9713252393    , -3.005724141    , -14.18589289    , -5.51533774     , -20.17669097    , 0.0             , 0.0             , 0.0             , -8.718032855    
58              , 0.0602645       , 0.0660331         , 0.119879          , 0.525839        , 0.979752        , 18.9366           , 34.5003           , 0.120274        , 0.127863        , 0.0502738          , 2.36214         , 8.03776           , 12.0705          , 0.0814304       , 0.0642289       , 0.0488857       , 0.0356424       , 0.0243773       , 0.119879          , 0.106473          , 0.0929453         , 0.0795254         , 0.0660331         , 0.979752        , 0.874709        , 0.751948        , 0.629556        , 0.525839        , 19.0166           , 26.2818           , 24.4764           , 26.4036           , 33.4668           , 0.122357        , 0.121723        , 0.123606        , 0.12632         , 0.125577        , -0.957856       , -1.38234        , -1.22944        , -1.23951        , -1.53241        , 0.009392843723  , 24.64633564     , -0.01101518593  , 0.02013482937   , 0.2314276584    , 0.231499179     , 0.1587827344    , -0.04385161251  , 0.01901812229   , 0.02013482937   , 0.0             , 39.0            , 0.0             , -4.790882146    , -2.397930673    , -2.566149915    , -2.491102743    , 0.6684001159    , -3.269902936    , -13.88077908    , -5.512632796    , -20.19057743    , 0.0             , 0.0             , 0.0             , -8.596262536    
59              , 0.0602951       , 0.0659723         , 0.119902          , 0.525659        , 0.991822        , 18.8421           , 34.3851           , 0.120313        , 0.127833        , 0.0503129          , 1.28787         , 8.47177           , 12.7472          , 0.0815818       , 0.0642839       , 0.0488966       , 0.0356295       , 0.0243594       , 0.119902          , 0.106405          , 0.0929447         , 0.0794969         , 0.0659723         , 0.991822        , 0.874501        , 0.751783        , 0.629412        , 0.525659        , 18.9378           , 26.1942           , 24.3997           , 26.3398           , 33.4131           , 0.120891        , 0.121675        , 0.123632        , 0.126303        , 0.125504        , -0.389521       , -0.589766       , -0.275204       , -0.187416       , -0.31847        , 0.006677595561  , 42.18342563     , -0.006500933512 , 0.01719194048   , 0.2816879883    , 0.2816838557    , 0.1944183602    , -0.1011143121   , 0.01551993895   , 0.01719194048   , 0.0             , 39.0            , 0.0             , -4.526688506    , -2.129463561    , -2.266406633    , -2.160317633    , 0.9419813576    , -3.04394318     , -14.02165682    , -5.51286991     , -20.18380403    , 0.0             , 0.0             , 0.0             , -8.679914695    
60              , 0.0602981       , 0.0659666         , 0.119912          , 0.525654        , 0.99318         , 18.8319           , 34.3735           , 0.120317        , 0.127827        , 0.0503173          , 1.18395         , 8.51471           , 12.8588          , 0.0815952       , 0.0642894       , 0.0488977       , 0.0356282       , 0.0243576       , 0.119912          , 0.1064            , 0.0929461         , 0.0794948         , 0.0659666         , 0.99318         , 0.87449         , 0.751778        , 0.629409        , 0.525654        , 18.9291           , 26.1849           , 24.3918           , 26.3334           , 33.4077           , 0.120736        , 0.121671        , 0.123635        , 0.126301        , 0.125494        , -0.32495        , -0.510491       , -0.179764       , -0.0821881      , -0.197043       , 0.006654134794  , 43.0703589      , -0.005569304128 , 0.01682812095   , 0.2866191071    , 0.2865959737    , 0.1979031767    , -0.1068499008   , 0.01483011928   , 0.01682812095   , 0.0             , 39.0            , 0.0             , -4.499947546    , -2.105318358    , -2.236691331    , -2.130659484    , 0.9685150289    , -3.009442448    , -13.68929112    , -5.530718816    , -20.17537297    , 0.0             , 0.0             , 0.0             , -8.714166161    
61              , 0.0602984       , 0.065966          , 0.119913          , 0.525653        , 0.993315        , 18.8309           , 34.3724           , 0.120318        , 0.127827        , 0.0503178          , 1.17374         , 8.51892           , 12.8698          , 0.0815965       , 0.0642899       , 0.0488978       , 0.0356281       , 0.0243574       , 0.119913          , 0.106399          , 0.0929462         , 0.0794946         , 0.065966          , 0.993315        , 0.874488        , 0.751778        , 0.629409        , 0.525653        , 18.9282           , 26.184            , 24.3911           , 26.3328           , 33.4072           , 0.12072         , 0.12167         , 0.123635        , 0.1263          , 0.125493        , -0.318522       , -0.502702       , -0.170387       , -0.0718493      , -0.185113       , 0.006654071785  , 43.14316335     , -0.005473295456 , 0.01679180464   , 0.2871026454    , 0.287077706     , 0.198244906     , -0.1074131998   , 0.01475915293   , 0.01679180464   , 0.0             , 39.0            , 0.0             , -4.497438135    , -2.10293646     , -2.233982804    , -2.127860824    , 0.9710083611    , -3.006146207    , -14.12896337    , -5.531401713    , -20.17743197    , 0.0             , 0.0             , 0.0             , -8.717592073    
62              , 0.0602648       , 0.0660332         , 0.11988           , 0.525843        , 0.97967         , 18.9376           , 34.5039           , 0.120272        , 0.127861        , 0.0502724          , 2.3793          , 8.03603           , 12.0694          , 0.081429        , 0.064229        , 0.0488862       , 0.0356429       , 0.0243777       , 0.11988           , 0.106473          , 0.0929452         , 0.0795257         , 0.0660332         , 0.97967         , 0.874714        , 0.751951        , 0.62956         , 0.525843        , 19.0177           , 26.2844           , 24.4777           , 26.4024           , 33.4673           , 0.122367        , 0.121724        , 0.123605        , 0.126319        , 0.125576        , -0.96504        , -1.39348        , -1.2433         , -1.25542        , -1.54976        , 0.009353559627  , 24.72470583     , -0.01107908508  , 0.02016473771   , 0.2311877708    , 0.2312640102    , 0.1586726224    , -0.04372900504  , 0.01908108295   , 0.02016473771   , 0.0             , 39.0            , 0.0             , -4.791151713    , -2.398012122    , -2.566380271    , -2.491222784    , 0.6681211976    , -3.269843502    , -13.73673756    , -5.502761126    , -20.15500892    , 0.0             , 0.0             , 0.0             , -8.595542395    
63              , 0.0602951       , 0.0659725         , 0.119902          , 0.525659        , 0.991797        , 18.8423           , 34.3856           , 0.120313        , 0.127833        , 0.0503127          , 1.29071         , 8.4711            , 12.7455          , 0.0815816       , 0.0642838       , 0.0488966       , 0.0356296       , 0.0243594       , 0.119902          , 0.106405          , 0.0929447         , 0.079497          , 0.0659725         , 0.991797        , 0.874501        , 0.751783        , 0.629412        , 0.525659        , 18.938            , 26.1946           , 24.3999           , 26.3397           , 33.4132           , 0.120894        , 0.121676        , 0.123632        , 0.126304        , 0.125504        , -0.391062       , -0.591798       , -0.277696       , -0.190226       , -0.321613       , 0.006675247105  , 42.18609218     , -0.006518486486 , 0.01719840196   , 0.2816062619    , 0.2816025897    , 0.1943663307    , -0.1010357695   , 0.01553392969   , 0.01719840196   , 0.0             , 39.0            , 0.0             , -4.526947346    , -2.129804165    , -2.266677504    , -2.160587436    , 0.9417250013    , -3.044276021    , -13.97985996    , -5.498193794    , -20.1583081     , 0.0             , 0.0             , 0.0             , -8.679513101    
64              , 0.0602981       , 0.0659667         , 0.119912          , 0.525654        , 0.993162        , 18.832            , 34.3737           , 0.120317        , 0.127827        , 0.0503173          , 1.18544         , 8.51414           , 12.8573          , 0.081595        , 0.0642893       , 0.0488977       , 0.0356282       , 0.0243576       , 0.119912          , 0.1064            , 0.0929461         , 0.0794949         , 0.0659667         , 0.993162        , 0.87449         , 0.751778        , 0.629409        , 0.525654        , 18.9292           , 26.1851           , 24.392            , 26.3335           , 33.4078           , 0.120738        , 0.121671        , 0.123635        , 0.126301        , 0.125495        , -0.325863       , -0.511612       , -0.181118       , -0.0836871      , -0.198763       , 0.006653896316  , 43.06215528     , -0.005582423047 , 0.01683304501   , 0.2865539941    , 0.2865311164    , 0.1978577358    , -0.1067756971   , 0.01483991095   , 0.01683304501   , 0.0             , 39.0            , 0.0             , -4.500281199    , -2.105636859    , -2.237052162    , -2.131028505    , 0.9681839202    , -3.009879444    , -14.11704831    , -5.537580258    , -20.20597184    , 0.0             , 0.0             , 0.0             , -8.713228426    
65              , 0.0602651       , 0.0660332         , 0.11988           , 0.525847        , 0.9796          , 18.9386           , 34.5073           , 0.120271        , 0.127859        , 0.0502711          , 2.39506         , 8.03484           , 12.0685          , 0.0814279       , 0.0642292       , 0.0488868       , 0.0356434       , 0.0243779       , 0.11988           , 0.106474          , 0.092945          , 0.0795259         , 0.0660332         , 0.9796          , 0.874717        , 0.751955        , 0.629563        , 0.525847        , 19.0188           , 26.287            , 24.4789           , 26.4012           , 33.4676           , 0.122376        , 0.121724        , 0.123605        , 0.126319        , 0.125575        , -0.97161        , -1.40365        , -1.25599        , -1.27006        , -1.56566        , 0.009308315647  , 24.82622673     , -0.01114266343  , 0.02019181597   , 0.2310091727    , 0.2310903548    , 0.1586057794    , -0.04367529102  , 0.0191434086    , 0.02019181597   , 0.0             , 39.0            , 0.0             , -4.791152547    , -2.397857362    , -2.566467081    , -2.491154232    , 0.6681308745    , -3.269903777    , -13.78484928    , -5.523012177    , -20.18518929    , 0.0             , 0.0             , 0.0             , -8.595111755    
66              , 0.0602948       , 0.0659731         , 0.119901          , 0.52566         , 0.991653        , 18.8434           , 34.3871           , 0.120312        , 0.127833        , 0.0503121          , 1.30275         , 8.46668           , 12.734           , 0.0815801       , 0.0642833       , 0.0488966       , 0.0356297       , 0.0243596       , 0.119901          , 0.106406          , 0.0929445         , 0.0794973         , 0.0659731         , 0.991653        , 0.874503        , 0.751784        , 0.629413        , 0.52566         , 18.9389           , 26.1958           , 24.4008           , 26.3402           , 33.4138           , 0.12091         , 0.121676        , 0.123632        , 0.126304        , 0.125505        , -0.398222       , -0.600834       , -0.288623       , -0.202344       , -0.335488       , 0.006676871882  , 42.09901476     , -0.006613513931 , 0.01723616823   , 0.2810912257    , 0.2810897279    , 0.1940084903    , -0.1004562786   , 0.01560546462   , 0.01723616823   , 0.0             , 39.0            , 0.0             , -4.528286455    , -2.131168647    , -2.268484587    , -2.162823094    , 0.9403494934    , -3.047023209    , -14.19080362    , -5.530859372    , -20.19006456    , 0.0             , 0.0             , 0.0             , -8.676516633    
67              , 0.0602977       , 0.0659673         , 0.119911          , 0.525654        , 0.993009        , 18.8332           , 34.375            , 0.120317        , 0.127828        , 0.0503167          , 1.19717         , 8.5094            , 12.845           , 0.0815936       , 0.0642887       , 0.0488976       , 0.0356284       , 0.0243578       , 0.119911          , 0.106401          , 0.0929459         , 0.0794951         , 0.0659673         , 0.993009        , 0.874491        , 0.751779        , 0.62941         , 0.525654        , 18.9302           , 26.1861           , 24.3928           , 26.3341           , 33.4084           , 0.120755        , 0.121671        , 0.123635        , 0.126301        , 0.125496        , -0.333185       , -0.520534       , -0.191868       , -0.0955529      , -0.212436       , 0.006653948219  , 42.9802072      , -0.005690070945 , 0.01687392882   , 0.2860088742    , 0.2859880732    , 0.1974736585    , -0.106144076    , 0.01491969059   , 0.01687392882   , 0.0             , 39.0            , 0.0             , -4.503074962    , -2.108279226    , -2.240126809    , -2.134169718    , 0.9654073327    , -3.013610357    , -13.6678841     , -5.524775642    , -20.17501503    , 0.0             , 0.0             , 0.0             , -8.709592134    
68              , 0.060298        , 0.0659667         , 0.119912          , 0.525654        , 0.993146        , 18.8321           , 34.3738           , 0.120317        , 0.127827        , 0.0503172          , 1.18661         , 8.51367           , 12.8561          , 0.0815949       , 0.0642893       , 0.0488977       , 0.0356282       , 0.0243576       , 0.119912          , 0.1064            , 0.092946          , 0.0794949         , 0.0659667         , 0.993146        , 0.87449         , 0.751778        , 0.629409        , 0.525654        , 18.9293           , 26.1852           , 24.392            , 26.3335           , 33.4079           , 0.120739        , 0.121671        , 0.123635        , 0.126301        , 0.125495        , -0.326597       , -0.512504       , -0.182193       , -0.0848737      , -0.20013        , 0.006653879749  , 43.05410236     , -0.005593232398 , 0.01683713872   , 0.2864994907    , 0.2864768198    , 0.1978193344    , -0.1067125374   , 0.01484792048   , 0.01683713872   , 0.0             , 39.0            , 0.0             , -4.500564248    , -2.105907537    , -2.237360497    , -2.13134595     , 0.967902666     , -3.010253899    , -14.16060813    , -5.548140026    , -20.22822938    , 0.0             , 0.0             , 0.0             , -8.712578557    
69              , 0.0602653       , 0.0660336         , 0.119881          , 0.525853        , 0.979455        , 18.94             , 34.5117           , 0.12027         , 0.127857        , 0.0502699          , 2.41905         , 8.03061           , 12.066           , 0.0814258       , 0.0642291       , 0.0488872       , 0.0356439       , 0.0243783       , 0.119881          , 0.106476          , 0.0929448         , 0.0795262         , 0.0660336         , 0.979455        , 0.874724        , 0.751961        , 0.629569        , 0.525853        , 19.0203           , 26.2902           , 24.4807           , 26.4003           , 33.4683           , 0.122396        , 0.121725        , 0.123603        , 0.126319        , 0.125574        , -0.982253       , -1.42027        , -1.27602        , -1.29234        , -1.59013        , 0.009294083667  , 24.80831085     , -0.01121007605  , 0.02023554965   , 0.2304853083    , 0.2305705166    , 0.1582942523    , -0.04323789912  , 0.0192105038    , 0.02023554965   , 0.0             , 39.0            , 0.0             , -4.792347827    , -2.398963688    , -2.567173719    , -2.4919893      , 0.6668158267    , -3.26909316     , -13.64302213    , -5.552022039    , -20.22925551    , 0.0             , 0.0             , 0.0             , -8.594633447    
70              , 0.0602948       , 0.0659732         , 0.1199            , 0.52566         , 0.991622        , 18.8437           , 34.3877           , 0.120312        , 0.127833        , 0.0503119          , 1.30607         , 8.46583           , 12.7318          , 0.0815798       , 0.0642832       , 0.0488966       , 0.0356298       , 0.0243597       , 0.1199            , 0.106406          , 0.0929445         , 0.0794974         , 0.0659732         , 0.991622        , 0.874503        , 0.751784        , 0.629413        , 0.52566         , 18.9392           , 26.1962           , 24.4011           , 26.3402           , 33.4139           , 0.120913        , 0.121676        , 0.123632        , 0.126304        , 0.125506        , -0.400089       , -0.603299       , -0.291595       , -0.205641       , -0.339168       , 0.006674641706  , 42.09791986     , -0.006634619572 , 0.01724408846   , 0.2809894795    , 0.2809885317    , 0.1939425049    , -0.1003554018   , 0.01562217188   , 0.01724408846   , 0.0             , 39.0            , 0.0             , -4.528617083    , -2.131486464    , -2.268908671    , -2.163279508    , 0.9400150636    , -3.047503934    , -14.17374803    , -5.520658115    , -20.17380693    , 0.0             , 0.0             , 0.0             , -8.675745356    
