"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      
          0,           2,          31,      -2.458429707,     -0.1833651266,     -0.2769672284,       3.032285035,     0.01857493692,      0.4787605894,                 0,                 0,                 0,     0.08697433968,    0.001855117958,      0.4791171973,                 0,       25.77454726
          0,           2,          32,      -2.510315575,     -0.2265899985,     -0.3133955463,       2.978118357,     0.01860896361,      0.4786548182,                 0,                 0,                 0,     0.08693201182,    0.001892815284,      0.4790126781,                 0,       25.72173433
          0,           2,          33,      -2.556047262,     -0.2719735069,     -0.3454413472,       2.930572234,     0.01863210709,      0.4785501779,                 0,                 0,                 0,       0.086918039,    0.001919596563,      0.4789089092,                 0,       25.68416849
          0,           2,          34,      -2.596199002,     -0.3190871395,     -0.3744025498,        2.88938738,     0.01864434098,      0.4784578896,                 0,                 0,                 0,     0.08693038214,    0.001935043815,      0.4788171041,                 0,       25.66236533
          0,           2,          35,       -2.63244345,     -0.3675604083,     -0.4024194814,       2.852942752,     0.01864654928,      0.4783890077,                 0,                 0,                 0,     0.08696606697,    0.001939654706,      0.4787483412,                 0,       25.65563207
          0,           2,          36,      -2.666530791,     -0.4161809536,     -0.4313639895,       2.819238148,     0.01864022407,      0.4783514861,                 0,                 0,                 0,     0.08702060546,    0.001934642843,      0.4787106217,                 0,       25.66232488
          0,           2,          37,      -2.699660813,     -0.4630785358,     -0.4621395744,       2.786733896,     0.01862738125,       0.478348981,                 0,                 0,                 0,     0.08708824528,    0.001921895269,      0.4787076699,                 0,       25.67988353
          0,           2,          38,      -2.732911023,     -0.5059654267,     -0.4952516545,       2.754114577,     0.01861034038,      0.4783806885,                 0,                 0,                 0,     0.08716250242,    0.001903758207,      0.4787387634,                 0,        25.7051015
          0,           2,          39,      -2.767193796,     -0.5432288955,     -0.5307690811,       2.720435287,     0.01859136893,      0.4784421997,                 0,                 0,                 0,     0.08723703737,    0.001882651603,      0.4787995751,                 0,        25.7346407
          0,           3,           0,      -2.054187583,      0.3977637676,      0.4305147154,       3.432123783,     0.01597120883,       0.456402316,                 0,                 0,                 0,     0.08110468246,   3.326847866e-05,      0.4566816752,                 0,        28.5765668
