JST,LAX-FRIEDRICH
-3.672372614,-9.684837967
-3.696692169,-9.760789496
-3.722933546,-9.839115821
-3.751629422,-9.913020748
-3.782857933,-9.98921098
-3.816502841,-10.06542656
-3.852510683,-10.14350982
-3.890424729,-10.21935482
-3.929832577,-10.29869415
-3.970004431,-10.37076597
-4.009006,-10.44657276
-4.04830252,-10.51718817
-4.086473235,-10.59552703
-4.12231066,-10.64162126
-4.155236815,-10.73358402
-4.185181461,-10.77854411
-4.213120888,-10.84577985
-4.23755606,-10.88624359
-4.258923373,-10.93246624
-4.277769785,-11.02683159
-4.294413866,-11.03592059
-4.30905165,-11.04720366
-4.321934453,-11.11545364
-4.33341273,-11.11737061
-4.34388197,-11.0716292
-4.353743886,-11.11495278
-4.363382857,-11.19882475
-4.373145241,-11.09447414
-4.383332934,-11.10310502
-4.394209383,-11.07571087
-4.406008726,-11.21473886
-4.418943768,-11.25919095
-4.433211541,-11.24967605
-4.448996602,-11.19478008
-4.466471526,-11.21370035
-4.48579434,-11.21481205
-4.50710385,-11.20576635
-4.530514255,-11.22129478
-4.556110794,-11.1720606
-4.583947591,-11.21353141
-4.614048195,-11.17949703
-4.646408818,-0.4175782866
-4.681003568,-0.7553061755
-4.718459497,-0.6983064317
-4.758244085,-0.7639931148
-4.799209515,-0.9183604443
-4.841746005,-1.1059231
-4.886289843,-1.220636776
-4.93297113,-1.243958982
-4.981579786,-1.261450542
-5.031016263,-1.306295633
-5.082597979,-1.376065255
-5.136108666,-1.466853275
-5.190894571,-1.573569789
-5.246339103,-1.692010796
-5.301994188,-1.818039373
-5.357554286,-1.946397465
-5.412792015,-2.069765932
-5.467495746,-2.179610911
-5.521434528,-2.270165877
-5.574357705,-2.341994203
-5.626008249,-2.403939716
-5.676116162,-2.462397879
-5.72437401,-2.522778172
-5.770417548,-2.588419431
-5.813827221,-2.660523653
-5.854069379,-2.739204774
-5.892674167,-2.82388637
-5.928396613,-2.913420882
-5.961872566,-3.007440111
-5.993805069,-3.104177632
-6.024957374,-3.202148805
-6.056042181,-3.299520003
-6.087637229,-3.396052235
-6.120125434,-3.491083135
-6.153703702,-3.584277424
-6.18843084,-3.675379027
-6.224244515,-3.76409582
-6.259857727,-3.850095759
-6.297095044,-3.933071516
-6.334514298,-4.012873613
-6.370476041,-4.089778252
-6.403047708,-4.164555163
-6.430569079,-4.238583924
-6.451508175,-4.311298446
-6.46528056,-4.384852433
-6.472411895,-4.458634263
-6.474432617,-4.533150433
-6.473291121,-4.608595563
-6.470791461,-4.684933468
-6.468343014,-4.761929955
-6.466929601,-4.839243992
-6.467217286,-4.916527427
-6.469638385,-4.993496495
-6.474460315,-5.069961008
-6.481829755,-5.145707929
-6.491798048,-5.220838939
-6.504354011,-5.29622748
-6.519430825,-5.371912464
-6.536938394,-5.447838541
-6.556764391,-5.524277671
-6.578783654,-5.601518302
-6.602859208,-5.679736801
-6.628848849,-5.75897558
-6.656588272,-5.83961755
-6.685906238,-5.920734894
-6.716617889,-6.002177686
-6.748524522,-6.083687513
-6.781416755,-6.164986649
-6.815079631,-6.245825981
-6.849298888,-6.325618012
-6.883856931,-6.404999137
-6.918545399,-6.483935943
-6.953163629,-6.562573356
-6.987516156,-6.640034171
-7.021434131,-6.717694992
-7.054748307,-6.796082751
-7.087331401,-6.874234888
-7.119071193,-6.952174984
-7.149899887,-7.029890103
-7.179775994,-7.107343227
-7.208714401,-7.184465243
-7.236766436,-7.261232834
-7.264027745,-7.337633793
-7.290613772,-7.413683733
-7.316693679,-7.489396865
-7.342438837,-7.564848602
-7.368021216,-7.640130141
-7.39368539,-7.715351078
-7.419616414,-7.790427559
-7.446022696,-7.865630594
-7.47310339,-7.941465383
-7.501081548,-8.017658927
-7.530130419,-8.094211422
-7.560420046,-8.170791369
-7.592112596,-8.247763205
-7.625353964,-8.324207579
-7.660270155,-8.402683617
-7.696948358,-8.479688417
-7.735547418,-8.556978524
-7.776106296,-8.635055732
-7.818710577,-8.712473175
-7.863437875,-8.79005865
-7.91035867,-8.867575339
-7.959487968,-8.945122355
-8.010344924,-9.022975315
-8.063980933,-9.100879536
-8.120381716,-9.17832952
-8.179056121,-9.257530517
-8.239649547,-9.334953972
-8.30191979,-9.413361969
-8.365610828,-9.490647274
-8.43031242,-9.568037417
-8.495531983,-9.644975401
-8.560158575,-9.722596105
-8.623109334,-9.799471586
-8.683048598,-9.878909087
-8.738325224,-9.954436864
-8.78773287,-10.03223936
-8.830505078,-10.10560474
-8.865942035,-10.18328934
-8.895907565,-10.25410001
-8.920174284,-10.32959932
-8.939933152,-10.40341231
-8.95632771,-10.48694857
-8.970718318,-10.55713098
-8.984017613,-10.62691901
-8.996675655,-10.68245291
-9.008761429,-10.76184559
-9.020754292,-10.82079853
-9.032386561,-10.88480625
-9.043319842,-10.90938333
-9.054270997,-10.99648368
-9.064841568,-10.99794003
-9.074713528,-11.03024215
-9.085071715,-11.05043181
-9.0950306,-11.12609911
-9.104713905,-11.09173145
-9.113914147,-11.18417691
